Machine,Start_date,Start_time,End_date,End_time,Uptime,Downtime,Fault,Stops_classification,Transformation,Component,Failure_mode,Stop_classification,Comment 
R,2021-02-22,12:04:00,2021-02-22,12:09:00,44,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-22,11:11:00,2021-02-22,11:20:00,43,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-22,10:15:00,2021-02-22,10:28:00,16,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-02-22,10:04:00,2021-02-22,10:31:00,5,27,Machine Stopped by Operator,,,,,,
R,2021-02-22,09:50:00,2021-02-22,09:59:00,46,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-22,09:30:00,2021-02-22,10:52:00,26,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-22,08:55:00,2021-02-22,09:04:00,95,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-22,08:03:00,2021-02-22,09:07:00,43,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-22,08:03:00,2021-02-22,10:10:00,43,127,Machine Stopped by Operator,Planned Stop,CIL,Main drive,,,
R,2021-02-22,07:00:00,2021-02-22,07:20:00,2365,20,Machine Stopped by Operator,Planned Stop,,,,,
R,2021-02-20,15:17:00,2021-02-20,15:35:00,313,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-20,09:53:00,2021-02-20,10:04:00,173,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-20,07:00:00,2021-02-22,07:00:00,0,2880,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
R,2021-02-20,06:50:00,2021-02-20,07:00:00,249,10,Machine Stopped by Operator,Planned Stop,,,,,
R,2021-02-20,02:30:00,2021-02-20,02:41:00,7,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-20,02:10:00,2021-02-20,02:23:00,91,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-20,01:05:00,2021-02-20,02:14:00,26,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-20,00:02:00,2021-02-20,03:50:00,71,228,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-02-19,23:12:00,2021-02-20,00:39:00,21,87,Machine Stopped by Operator,PSG Machine,Horizontal Sealing,Rear thermocouple,Broken thermocouple cable,,defective themocouple
R,2021-02-19,22:38:00,2021-02-19,22:51:00,54,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-19,22:38:00,2021-02-19,23:38:00,54,60,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-19,21:26:00,2021-02-19,21:44:00,30,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-19,20:43:00,2021-02-19,20:56:00,124,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-19,18:30:00,2021-02-19,18:39:00,71,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-19,18:06:00,2021-02-19,19:21:00,47,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-19,17:15:00,2021-02-19,17:19:00,103,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-19,15:19:00,2021-02-19,15:32:00,122,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-19,13:55:00,2021-02-19,15:44:00,38,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-02-19,13:08:00,2021-02-19,13:17:00,93,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-19,12:40:00,2021-02-19,13:42:00,65,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-19,11:11:00,2021-02-19,11:35:00,36,24,Machine Stopped by Operator,,,,,,
R,2021-02-19,10:04:00,2021-02-19,10:35:00,87,31,Machine Stopped by Operator,,,,,,
R,2021-02-19,09:58:00,2021-02-19,10:07:00,81,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-19,08:24:00,2021-02-19,08:37:00,10,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-19,08:05:00,2021-02-19,08:14:00,106,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-19,06:06:00,2021-02-19,06:19:00,55,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-19,04:53:00,2021-02-19,05:11:00,105,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-19,02:55:00,2021-02-19,03:08:00,69,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-02-19,02:10:00,2021-02-19,03:19:00,24,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-19,01:35:00,2021-02-19,01:46:00,17,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-19,01:05:00,2021-02-19,01:18:00,41,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-19,00:02:00,2021-02-19,00:24:00,33,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-18,23:18:00,2021-02-18,23:29:00,61,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-18,21:26:00,2021-02-18,22:17:00,76,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-18,20:01:00,2021-02-18,20:10:00,63,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-18,18:51:00,2021-02-18,20:07:00,37,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-18,18:51:00,2021-02-18,20:58:00,37,127,Machine Stopped by Operator,Planned Stop,CIL,Markem unit,,,
R,2021-02-18,17:43:00,2021-02-18,18:58:00,36,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-18,17:43:00,2021-02-18,18:14:00,36,31,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-02-18,16:54:00,2021-02-18,17:07:00,117,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-18,16:12:00,2021-02-18,17:28:00,75,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-18,15:00:00,2021-02-18,17:11:00,3,131,Machine Stopped by Operator,Planned Stop,CIL,Rear web system,,,
R,2021-02-18,14:44:00,2021-02-18,14:57:00,31,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-18,13:55:00,2021-02-18,14:13:00,32,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-18,13:14:00,2021-02-18,13:23:00,3,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-18,12:40:00,2021-02-18,13:11:00,69,31,Machine Stopped by Operator,,,,,,
R,2021-02-18,11:22:00,2021-02-18,11:31:00,56,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-18,11:11:00,2021-02-18,11:42:00,45,31,Machine Stopped by Operator,,,,,,
R,2021-02-18,10:04:00,2021-02-18,10:26:00,22,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-18,09:58:00,2021-02-18,10:07:00,16,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-18,09:31:00,2021-02-18,09:42:00,57,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-18,08:03:00,2021-02-18,08:34:00,10,31,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-02-18,07:48:00,2021-02-18,07:53:00,210,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-18,04:05:00,2021-02-18,04:18:00,65,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-18,02:55:00,2021-02-18,03:00:00,35,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-18,01:05:00,2021-02-18,02:20:00,7,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-18,00:40:00,2021-02-18,00:58:00,16,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-18,00:02:00,2021-02-18,00:24:00,62,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-17,22:38:00,2021-02-17,23:00:00,211,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-17,18:56:00,2021-02-17,19:07:00,120,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-17,16:12:00,2021-02-17,16:56:00,23,44,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-02-17,15:31:00,2021-02-17,15:49:00,1,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-17,15:00:00,2021-02-17,17:22:00,12,142,Machine Stopped by Operator,PSG Machine,Horizontal Sealing,Rear heating element,Broken heating element cable,,
R,2021-02-17,15:00:00,2021-02-17,17:51:00,12,171,Machine Stopped by Operator,PSG Machine,Cutting and Perforation,Cylinder,Damaged cylinder seal,,
R,2021-02-17,14:08:00,2021-02-17,15:30:00,64,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-17,13:55:00,2021-02-17,14:48:00,51,53,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-17,12:40:00,2021-02-17,13:04:00,76,24,Machine Stopped by Operator,,,,,,
R,2021-02-17,11:11:00,2021-02-17,11:24:00,45,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-17,10:04:00,2021-02-17,10:26:00,18,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-17,10:00:00,2021-02-17,10:18:00,14,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-17,09:00:00,2021-02-17,09:46:00,356,46,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
R,2021-02-17,08:03:00,2021-02-17,10:09:00,299,126,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-17,03:00:00,2021-02-17,03:04:00,12,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-17,02:55:00,2021-02-17,03:08:00,7,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-02-17,02:30:00,2021-02-17,02:48:00,51,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-17,01:35:00,2021-02-17,01:39:00,75,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-17,00:40:00,2021-02-17,02:02:00,20,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-17,00:02:00,2021-02-17,00:20:00,30,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-16,21:26:00,2021-02-16,23:32:00,133,126,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-16,21:21:00,2021-02-16,21:30:00,128,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-16,20:43:00,2021-02-16,21:43:00,90,60,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-02-16,18:51:00,2021-02-16,19:13:00,17,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-16,18:48:00,2021-02-16,19:57:00,14,69,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-16,17:43:00,2021-02-16,18:34:00,76,51,Machine Stopped by Operator,Pack Material,Polyfilm OOS,Ink stain,Specify in comment,,
R,2021-02-16,16:18:00,2021-02-16,16:27:00,125,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-16,16:12:00,2021-02-16,16:56:00,119,44,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-02-16,13:55:00,2021-02-16,14:13:00,31,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-16,13:15:00,2021-02-16,13:24:00,111,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-16,12:40:00,2021-02-16,13:56:00,76,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-16,12:40:00,2021-02-16,16:11:00,76,211,Machine Stopped by Operator,Planned Stop,CIL,Front web system,,,
R,2021-02-16,11:11:00,2021-02-16,11:24:00,50,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-16,11:00:00,2021-02-16,14:24:00,39,204,Machine Stopped by Operator,Planned Stop,CIL,S-conveyor,,,
R,2021-02-16,10:12:00,2021-02-16,10:21:00,78,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-16,10:04:00,2021-02-16,10:26:00,70,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-16,08:03:00,2021-02-16,08:54:00,1,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-16,07:53:00,2021-02-16,08:02:00,173,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-16,04:47:00,2021-02-16,05:00:00,1,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-16,04:28:00,2021-02-16,04:46:00,84,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-16,02:55:00,2021-02-16,03:04:00,122,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-16,02:10:00,2021-02-16,03:25:00,77,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-16,00:40:00,2021-02-16,00:53:00,92,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-15,21:53:00,2021-02-15,23:08:00,39,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-15,20:43:00,2021-02-15,21:14:00,97,31,Machine Stopped by Operator,,,,,,
R,2021-02-15,20:43:00,2021-02-15,22:14:00,97,91,Machine Stopped by Operator,Planned Stop,CIL,Spillage hopper,,,
R,2021-02-15,18:51:00,2021-02-15,22:39:00,41,228,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-02-15,18:48:00,2021-02-15,19:06:00,38,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-15,17:43:00,2021-02-15,18:10:00,69,27,Machine Stopped by Operator,,,,,,
R,2021-02-15,16:12:00,2021-02-15,16:34:00,32,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-15,15:27:00,2021-02-15,15:40:00,14,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-15,13:57:00,2021-02-15,15:13:00,59,76,Machine Stopped by Operator,Pack Material,Polyfilm OOS,Ink stain,Specify in comment,,
R,2021-02-15,13:57:00,2021-02-15,16:30:00,59,153,Machine Stopped by Operator,PSG Machine,Primary Coding,Printhead,Worn printhead,,
R,2021-02-15,13:55:00,2021-02-15,14:08:00,57,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-15,12:40:00,2021-02-15,12:58:00,20,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-15,12:02:00,2021-02-15,12:20:00,29,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-15,11:24:00,2021-02-15,11:33:00,62,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-15,11:11:00,2021-02-15,16:20:00,49,309,Machine Stopped by Operator,Planned Stop,CIL,Fischbein,,,
R,2021-02-15,10:15:00,2021-02-15,10:22:00,12,7,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-02-15,10:04:00,2021-02-15,10:57:00,1,53,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-15,09:50:00,2021-02-15,10:03:00,42,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-15,08:55:00,2021-02-15,09:08:00,95,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-15,08:25:00,2021-02-15,09:47:00,65,82,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-15,08:03:00,2021-02-15,11:51:00,43,228,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-02-15,08:03:00,2021-02-15,09:12:00,43,69,Machine Stopped by Operator,Labour Organization,Contractor inefficiency,,,,
R,2021-02-15,07:00:00,2021-02-15,07:20:00,2880,20,Machine Stopped by Operator,Planned Stop,,,,,
R,2021-02-13,07:00:00,2021-02-15,07:00:00,0,2880,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
R,2021-02-13,06:50:00,2021-02-13,07:00:00,9,10,Machine Stopped by Operator,Planned Stop,,,,,
R,2021-02-13,06:23:00,2021-02-13,06:41:00,122,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-13,02:55:00,2021-02-13,04:21:00,7,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-13,02:30:00,2021-02-13,02:48:00,81,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-13,01:05:00,2021-02-13,01:09:00,45,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-13,00:02:00,2021-02-13,00:20:00,23,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-12,23:26:00,2021-02-12,23:39:00,103,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-12,20:43:00,2021-02-12,21:43:00,99,60,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-02-12,18:51:00,2021-02-12,19:04:00,19,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-12,18:14:00,2021-02-12,18:32:00,18,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-12,17:43:00,2021-02-12,17:56:00,71,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-12,17:43:00,2021-02-12,18:38:00,71,55,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-12,16:27:00,2021-02-12,17:53:00,67,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-12,16:12:00,2021-02-12,16:32:00,52,20,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-02-12,15:02:00,2021-02-12,15:20:00,124,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-12,13:55:00,2021-02-12,21:23:00,57,448,End Product,BFS,No Powder Supply,Starvation from MSG,,,
R,2021-02-12,12:40:00,2021-02-12,12:58:00,73,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-12,11:16:00,2021-02-12,11:27:00,162,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-12,11:11:00,2021-02-12,12:00:00,157,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-12,08:03:00,2021-02-12,08:34:00,120,31,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
R,2021-02-12,05:50:00,2021-02-12,06:03:00,130,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-12,03:35:00,2021-02-12,03:40:00,52,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-12,02:55:00,2021-02-12,04:21:00,12,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-12,02:30:00,2021-02-12,02:43:00,16,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-12,02:10:00,2021-02-12,02:14:00,58,4,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-12,01:05:00,2021-02-12,01:12:00,39,7,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
R,2021-02-12,00:02:00,2021-02-12,00:26:00,33,24,Machine Stopped by Operator,,,,,,
R,2021-02-11,22:38:00,2021-02-11,23:29:00,26,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
R,2021-02-11,21:26:00,2021-02-11,22:12:00,25,46,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
R,2021-02-11,20:43:00,2021-02-11,21:01:00,99,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-11,18:51:00,2021-02-11,19:04:00,22,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
R,2021-02-11,17:43:00,2021-02-11,18:29:00,26,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-11,17:06:00,2021-02-11,17:17:00,80,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
R,2021-02-11,16:12:00,2021-02-11,17:16:00,26,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
R,2021-02-11,15:39:00,2021-02-11,18:52:00,85,193,Machine Stopped by Operator,Planned Stop,CIL,Imaje 9040,,,
R,2021-02-11,14:20:00,2021-02-11,15:46:00,6,86,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
R,2021-02-11,14:01:00,2021-02-11,14:14:00,63,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
R,2021-02-11,13:55:00,2021-02-11,14:20:00,57,25,Machine Stopped by Operator,,,,,,
